peak_chrom	peak_start	peak_end	peak_direction	peak_score	peak_strand	gene_chrom	gene_start	gene_end	gene_name	gene_score	gene_strand	distance	gene_id	cntrl_rna_10	cntrl_rna_11	cntrl_rna_12	cntrl_rna_13	cntrl_rna_14	cntrl_rna_15	cntrl_rna_16	cntrl_rna_17	cntrl_rna_18	cntrl_rna_1	cntrl_rna_2	cntrl_rna_3	cntrl_rna_4	cntrl_rna_5	cntrl_rna_6	cntrl_rna_7	cntrl_rna_8	cntrl_rna_9	scz_rna_10	scz_rna_11	scz_rna_12	scz_rna_13	scz_rna_14	scz_rna_15	scz_rna_16	scz_rna_17	scz_rna_18	scz_rna_19	scz_rna_1	scz_rna_2	scz_rna_3	scz_rna_4	scz_rna_5	scz_rna_6	scz_rna_7	scz_rna_8	scz_rna_9	logFC	AveExpr	t	P.Value	adj.P.Val	B	is_significant_raw	is_significant_adj	is_upregulated	is_downregulated
chr5	48166701	48167700	peak_885_Up	0.31	.	chr5	50396191	50443248	EMB	.	-	2228492	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48212201	48213500	peak_886_Up	0.52	.	chr5	50396191	50443248	EMB	.	-	2182692	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48228701	48229800	peak_887_Up	0.36	.	chr5	50396191	50443248	EMB	.	-	2166392	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48246001	48247000	peak_888_Up	0.32	.	chr5	50396191	50443248	EMB	.	-	2149192	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48277301	48278600	peak_889_Up	0.41	.	chr5	50396191	50443248	EMB	.	-	2117592	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48353501	48355500	peak_890_Down	-0.38	.	chr5	50396191	50443248	EMB	.	-	2040692	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48380601	48381700	peak_891_Up	0.42	.	chr5	50396191	50443248	EMB	.	-	2014492	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48442701	48443800	peak_892_Up	0.32	.	chr5	50396191	50443248	EMB	.	-	1952392	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48453401	48454500	peak_893_Down	-0.47	.	chr5	50396191	50443248	EMB	.	-	1941692	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48504501	48505700	peak_894_Up	0.37	.	chr5	50396191	50443248	EMB	.	-	1890492	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48560701	48562600	peak_895_Down	-0.32	.	chr5	50396191	50443248	EMB	.	-	1833592	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48576401	48577900	peak_896_Up	0.37	.	chr5	50396191	50443248	EMB	.	-	1818292	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48620601	48621700	peak_897_Up	0.36	.	chr5	50396191	50443248	EMB	.	-	1774492	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48679601	48680600	peak_898_Up	0.32	.	chr5	50396191	50443248	EMB	.	-	1715592	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48812501	48814400	peak_899_Up	0.33	.	chr5	50396191	50443248	EMB	.	-	1581792	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48827501	48828900	peak_900_Down	-0.31	.	chr5	50396191	50443248	EMB	.	-	1567292	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48849901	48851000	peak_901_Down	-0.72	.	chr5	50396191	50443248	EMB	.	-	1545192	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48884501	48885600	peak_902_Down	-0.37	.	chr5	50396191	50443248	EMB	.	-	1510592	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48892301	48894200	peak_903_Up	0.37	.	chr5	50396191	50443248	EMB	.	-	1501992	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48928501	48930400	peak_904_Up	0.92	.	chr5	50396191	50443248	EMB	.	-	1465792	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
chr5	48943001	48944400	peak_905_Up	0.33	.	chr5	50396191	50443248	EMB	.	-	1451792	ENSG00000170571	6.98531355405288	7.10477893828722	6.34665925390824	7.63321093405343	7.69581025803266	7.59671642607544	7.15437237178487	7.31534312463926	7.31124022320718	8.13539959335988	7.86178330556546	7.71359605347735	7.79620955537045	8.01283756918218	6.68632200979547	7.24431326025307	7.29663573207463	7.69845803322501	7.60520067591639	7.62094163279605	7.44457169073789	7.60999898565789	7.68812268934933	7.8608799556683	7.87429768160057	7.30718656780419	7.45211537436937	7.72817449466277	7.82142087203271	7.59741771035896	7.72309343684063	8.11943222994212	7.96823327062952	7.54530644509048	7.81147224127356	7.60727430163681	7.07121853035649	0.262200349595107	7.5416242524914	2.11558724469929	0.0409170088097928	0.878934670318725	-3.73185086954539	True	False	True	False
